,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,target
0,-7210.375440719714,0.024636829493187965,-0.05383423957410178,-1.0640207233910348,0.10834167799979186,-39241.2998497596,418.4756773098848,-38917.07731807295,3.0970840502309795,-3.364755829370088,-1.1685060606983435,-18069.79915940211,0.26597300783342803,-26483.666608315187,40265.64034745663,6944.116877836652,2625.5015905236023,-0.18236458805780115,0.7597410296993912,1479.290442944366,0
1,21723.27466614082,0.30555711361552357,0.4613087322890208,2.3037569767188963,-0.7086901496311412,-43577.403300539336,691.1896900372354,2380.8424667534982,0.6936287694139226,0.1521975503540831,-0.4227903709202439,-22830.79250452845,0.2269963892718265,9742.9074011235,-10236.290238895903,6896.627647934432,-2349.0794264026385,1.2540584871975355,0.7718274073551802,905.8773588690038,0
2,-18336.591852381003,0.7878156443261022,-1.6420021989799103,-1.0469185510701648,-1.95271294436192,-34172.13109544579,635.4421652127659,20456.207279708222,1.6435331835794407,-1.3739162656346975,-0.23556896493856244,8312.04822779095,-0.3394388495720597,16444.60997848633,26765.414872501544,8370.115594144774,1307.7147809968103,-1.4638508360673739,-1.3322412982428307,-84.75463627256347,0
3,11304.764268428917,-0.6837699881709908,0.8234391819757295,0.284852514137327,-1.8585982106159662,4385.836942168521,-496.329695864842,18.24680911936211,2.664812361224408,-1.0493030053888215,1.002951802962875,-13496.20961998089,0.1476273468014001,11847.68674409118,-27915.20808682704,6369.655644625131,-2254.967384047687,-0.6218524572242258,3.221629071081995,69.89966418929554,0
4,10943.323649807297,-0.05879532838579877,-0.6273628963145004,2.5293766172892385,-0.28218696643266955,-22750.58600062565,-199.96517162093463,6854.77605880738,-0.6287875867034798,4.621186749992907,0.7563458918163818,-7513.129496751474,0.09351766210822982,3897.565382057168,28986.26317575845,670.4448069112581,4040.5802377569926,0.5621160262939697,1.950129524258963,-28.956307477346712,0
5,10830.376123378832,-0.39601726790634073,0.02359662579574587,2.0449556539617495,0.696705591099773,-10642.716826426546,843.8995833166297,19271.57461242058,1.8956651694041249,-1.846793516065686,-1.1574963669829328,-25047.91052177062,0.3051400375040734,-15777.453100269948,31547.93509832058,-4506.505406077653,4440.290712998385,-1.5939378413832566,-1.6939108331454216,202.1787947279677,0
6,-733.5749022172142,1.015677077154539,-0.12323994436993634,1.420313042433413,-0.9165564908097538,-401.35230978195017,-192.59248843284215,33030.97104174098,1.6328403916908674,-1.0381560008924937,-1.2122932024419621,6510.3469828269435,0.009039863436968311,8167.44870999495,13623.596020245,1839.0209029246846,3033.427560999248,-1.1903738968341353,0.24984471177247955,497.8239726280885,0
7,-10179.292459450378,-1.108553225130386,-1.3991364567761566,1.6169821760518177,0.16462140270514933,-8844.99085958213,-627.1554047058348,-18669.448964284235,3.338722925701503,-0.6558413184387656,0.994448193810401,-8419.518713290401,0.08735727140957165,-6074.551778469884,10526.613539948929,-385.6215321090693,5141.232314584288,-1.3569354681826156,-0.5600556494034515,-119.42123564892121,0
8,-1331.886815400423,-2.047231606230196,-0.125785913482918,2.0679331520042283,0.4033297060243534,-2937.25636503362,320.62714319043886,37897.680327026814,-4.706769958940046,-0.11434028998877346,0.22036285921885287,-25489.376313276767,-0.11152718533033551,17559.25194846311,-63640.81848734868,11272.74369167353,2050.2315406609614,-0.03158249188824013,-0.13917410681161793,406.5187808476348,0
9,-4693.917973161033,-1.3012274810438325,-0.2026710457747281,1.6862409723095995,-1.3837251806914572,5217.33160953468,-799.116313005118,-34798.6114033705,-1.270586494058495,1.1959024147727597,0.2065011451784034,-21254.105559139396,0.12468775575177019,-14640.45363149948,-15126.425880941031,13934.756785261301,2311.4200286498367,-0.8545500882664837,0.4171680167762267,198.25095400534272,0
10,-2309.921218207786,0.07406104299206642,-0.6775117647365991,-4.464269447595822,-1.4137031830594418,-6843.766161886516,-226.28059220234766,-18793.260425751152,1.6386617177836178,2.2478145469830184,0.7163067786040619,12526.426857883782,0.32029206824911116,-6903.209847949439,-29556.06496126966,-5853.681507269562,1110.902108128993,-0.01718950850476417,-0.540906531547805,513.080274641164,0
11,1071.7204494899815,0.508819516616249,-0.5233855368466498,-2.2582336788224966,-0.45435978705169067,-40611.285735941434,-214.50660662907154,-17366.256320552024,1.1434977111938245,-0.612719954857319,0.20000140590753396,-3901.2747066474863,-0.13053489006346866,-8355.798555122674,-30181.98277477726,8993.139637028655,-1856.2280893742654,0.6810013500558274,1.5237452570980015,226.21873984705425,0
12,33634.02793675948,-0.2672132407113974,-0.6274600088404899,-0.5072606710278047,0.04264088497691655,1153.5685813305793,1120.5203909223208,71759.18680624694,1.761461258967621,-1.802343972767289,0.8150951550204663,-16948.392800965175,0.08409445120777623,41402.0551801015,40714.017238756336,-16917.49045666179,-71.27691066537207,2.124863428559453,1.903087856819862,-100.9456694795784,0
13,9410.40058793738,-0.5340934274692316,0.3360165739379465,1.0585110512043319,-1.8296141016974508,-12465.334322617693,-31.76251530474415,-31001.566783291306,3.0318095944821066,-1.1182227371845483,-0.31667706617960056,7614.786717560999,0.4450340567829451,37485.27428611967,34798.82967088509,-8385.764390918439,2322.540322470337,0.8289356779113598,1.292621957421491,-122.39370800321826,0
